hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date,arrival_date,total_stay,weekend_stay_ratio,is_weekend_arrival,arrival_season,lead_time_category,total_guests,is_solo_traveler,is_couple,is_family,is_group,total_previous_bookings,cancellation_rate_history,has_special_requests,has_booking_changes,has_parking_space,is_room_changed,adr_per_person,total_cost,net_revenue,is_domestic
City Hotel,1,86,2016,October,42,10,1,2,2,0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,108.0,0,2,Canceled,2016-09-12,2016-10-10,3,0.3333333333333333,0,Autumn,Medium (31-90d),2,0,1,0,0,0,0.0,1,0,0,0,54.0,324.0,0.0,0
City Hotel,1,54,2016,October,42,10,1,2,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,118.8,0,0,Canceled,2016-10-07,2016-10-10,3,0.3333333333333333,0,Autumn,Medium (31-90d),2,0,1,0,0,0,0.0,0,0,0,0,59.4,356.4,0.0,0
City Hotel,1,27,2016,October,42,10,1,2,2,0,0,BB,CHN,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,0,0,Transient,144.9,0,0,Canceled,2016-09-23,2016-10-10,3,0.3333333333333333,0,Autumn,Short (8-30d),2,0,1,0,0,0,0.0,0,0,0,0,72.45,434.70000000000005,0.0,0
City Hotel,1,18,2016,October,42,10,1,2,2,0,0,BB,ESP,Direct,Direct,0,0,0,F,F,0,No Deposit,14,0,0,Transient,224.0,0,0,Canceled,2016-09-27,2016-10-10,3,0.3333333333333333,0,Autumn,Short (8-30d),2,0,1,0,0,0,0.0,0,0,0,0,112.0,672.0,0.0,0
City Hotel,1,227,2016,October,42,10,1,2,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,E,E,0,Non Refund,0,51,0,Transient-Party,106.0,0,0,Canceled,2016-08-29,2016-10-10,3,0.3333333333333333,0,Autumn,Ultra-long (>180d),1,1,0,0,0,0,0.0,0,0,0,0,106.0,318.0,0.0,1
City Hotel,1,68,2016,October,42,10,1,2,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,D,D,2,No Deposit,9,0,0,Transient,132.3,0,3,Canceled,2016-08-14,2016-10-10,3,0.3333333333333333,0,Autumn,Medium (31-90d),2,0,1,0,0,0,0.0,1,1,0,0,66.15,396.90000000000003,0.0,0
City Hotel,1,110,2016,October,42,10,1,2,2,0,0,BB,CN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,118.8,0,2,Canceled,2016-09-11,2016-10-10,3,0.3333333333333333,0,Autumn,Long (91-180d),2,0,1,0,0,0,0.0,1,0,0,0,59.4,356.4,0.0,0
City Hotel,1,83,2016,October,42,10,1,3,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,0,0,Transient,132.3,0,0,Canceled,2016-07-20,2016-10-10,4,0.25,0,Autumn,Medium (31-90d),2,0,1,0,0,0,0.0,0,0,0,0,66.15,529.2,0.0,0
City Hotel,1,81,2016,October,42,10,1,3,1,0,0,BB,CHN,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,0,0,Transient,119.07,0,0,Canceled,2016-10-09,2016-10-10,4,0.25,0,Autumn,Medium (31-90d),1,1,0,0,0,0,0.0,0,0,0,0,119.07,476.28,0.0,0
City Hotel,1,180,2016,October,42,10,1,3,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,113.4,0,0,Canceled,2016-06-05,2016-10-10,4,0.25,0,Autumn,Long (91-180d),2,0,1,0,0,0,0.0,0,0,0,0,56.7,453.6,0.0,0
City Hotel,1,33,2016,October,42,10,1,3,3,0,0,BB,ITA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,0,0,Transient,186.0,0,1,Canceled,2016-09-09,2016-10-10,4,0.25,0,Autumn,Medium (31-90d),3,0,0,0,1,0,0.0,1,0,0,0,62.0,744.0,0.0,0
City Hotel,1,32,2016,October,42,10,1,3,1,0,0,BB,CHN,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,0,0,Transient,148.28,0,0,Canceled,2016-10-09,2016-10-10,4,0.25,0,Autumn,Medium (31-90d),1,1,0,0,0,0,0.0,0,0,0,0,148.28,593.12,0.0,0
City Hotel,1,88,2016,October,42,10,1,3,2,0,0,SC,NOR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,108.0,0,0,Canceled,2016-08-03,2016-10-10,4,0.25,0,Autumn,Medium (31-90d),2,0,1,0,0,0,0.0,0,0,0,0,54.0,432.0,0.0,0
City Hotel,1,87,2016,October,42,10,1,3,2,1,0,BB,CHN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,135.0,0,1,Canceled,2016-08-26,2016-10-10,4,0.25,0,Autumn,Medium (31-90d),3,0,0,1,0,0,0.0,1,0,0,0,45.0,540.0,0.0,0
City Hotel,1,180,2016,October,42,10,1,3,2,0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,102.6,0,0,Canceled,2016-08-22,2016-10-10,4,0.25,0,Autumn,Long (91-180d),2,0,1,0,0,0,0.0,0,0,0,0,51.3,410.4,0.0,0
City Hotel,1,88,2016,October,42,10,1,3,3,0,0,BB,NLD,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,0,0,Transient,151.2,0,0,Canceled,2016-07-18,2016-10-10,4,0.25,0,Autumn,Medium (31-90d),3,0,0,0,1,0,0.0,0,0,0,0,50.4,604.8,0.0,0
City Hotel,1,58,2016,October,42,10,1,3,2,0,0,BB,ITA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,0,0,Transient,132.3,0,1,Canceled,2016-09-06,2016-10-10,4,0.25,0,Autumn,Medium (31-90d),2,0,1,0,0,0,0.0,1,0,0,0,66.15,529.2,0.0,0
City Hotel,1,269,2016,October,42,10,1,4,2,0,0,BB,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,102.51,0,0,Canceled,2016-03-17,2016-10-10,5,0.2,0,Autumn,Ultra-long (>180d),2,0,1,0,0,0,0.0,0,0,0,0,51.255,512.5500000000001,0.0,0
City Hotel,1,129,2016,October,42,10,1,5,2,0,0,BB,NOR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,0,0,Transient,132.3,0,0,Canceled,2016-06-05,2016-10-10,6,0.16666666666666666,0,Autumn,Long (91-180d),2,0,1,0,0,0,0.0,0,0,0,0,66.15,793.8000000000001,0.0,0
City Hotel,1,52,2016,October,42,10,3,9,2,0,0,BB,AGO,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,0,0,Transient,139.5,0,0,Canceled,2016-10-09,2016-10-10,12,0.25,0,Autumn,Medium (31-90d),2,0,1,0,0,0,0.0,0,0,0,0,69.75,1674.0,0.0,0
City Hotel,1,53,2016,October,42,11,0,1,2,0,0,SC,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,108.0,0,0,Canceled,2016-08-30,2016-10-11,1,0.0,0,Autumn,Medium (31-90d),2,0,1,0,0,0,0.0,0,0,0,0,54.0,108.0,0.0,0
City Hotel,1,181,2016,October,42,11,0,1,1,0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,3,No Deposit,9,0,0,Transient,98.1,0,1,Canceled,2016-10-07,2016-10-11,1,0.0,0,Autumn,Ultra-long (>180d),1,1,0,0,0,0,0.0,1,1,0,0,98.1,98.1,0.0,0
City Hotel,1,181,2016,October,42,11,0,1,1,0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9,0,0,Transient,78.48,0,0,Canceled,2016-10-07,2016-10-11,1,0.0,0,Autumn,Ultra-long (>180d),1,1,0,0,0,0,0.0,0,1,0,0,78.48,78.48,0.0,0
City Hotel,1,109,2016,October,42,11,0,1,2,0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,108.0,0,0,Canceled,2016-10-07,2016-10-11,1,0.0,0,Autumn,Long (91-180d),2,0,1,0,0,0,0.0,0,0,0,0,54.0,108.0,0.0,0
City Hotel,1,181,2016,October,42,11,0,1,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,234,0,0,Transient-Party,250.0,0,0,Canceled,2016-10-06,2016-10-11,1,0.0,0,Autumn,Ultra-long (>180d),2,0,1,0,0,0,0.0,0,0,0,0,125.0,250.0,0.0,1
City Hotel,1,183,2016,October,42,11,0,1,1,0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,98.1,0,0,Canceled,2016-10-07,2016-10-11,1,0.0,0,Autumn,Ultra-long (>180d),1,1,0,0,0,0,0.0,0,0,0,0,98.1,98.1,0.0,0
City Hotel,1,183,2016,October,42,11,0,1,2,0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,98.1,0,0,Canceled,2016-10-07,2016-10-11,1,0.0,0,Autumn,Ultra-long (>180d),2,0,1,0,0,0,0.0,0,0,0,0,49.05,98.1,0.0,0
City Hotel,1,183,2016,October,42,11,0,1,1,0,0,SC,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,98.1,0,0,Canceled,2016-10-07,2016-10-11,1,0.0,0,Autumn,Ultra-long (>180d),1,1,0,0,0,0,0.0,0,0,0,0,98.1,98.1,0.0,0
City Hotel,1,181,2016,October,42,11,0,1,1,0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,9,0,0,Transient,98.1,0,1,Canceled,2016-10-07,2016-10-11,1,0.0,0,Autumn,Ultra-long (>180d),1,1,0,0,0,0,0.0,1,1,0,0,98.1,98.1,0.0,0
City Hotel,1,67,2016,October,42,11,0,2,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,0,0,0,Transient-Party,99.71,0,0,Canceled,2016-08-18,2016-10-11,2,0.0,0,Autumn,Medium (31-90d),2,0,1,0,0,0,0.0,0,0,0,0,49.855,199.42,0.0,1
City Hotel,1,181,2016,October,42,11,0,2,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,234,0,0,Transient-Party,120.0,0,0,No-Show,2016-10-11,2016-10-11,2,0.0,0,Autumn,Ultra-long (>180d),1,1,0,0,0,0,0.0,0,0,0,0,120.0,240.0,0.0,1
City Hotel,1,26,2016,October,42,11,0,2,1,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,234,0,0,Transient-Party,120.0,0,0,Canceled,2016-10-07,2016-10-11,2,0.0,0,Autumn,Short (8-30d),1,1,0,0,0,0,0.0,0,0,0,0,120.0,240.0,0.0,1
City Hotel,1,97,2016,October,42,11,0,2,2,0,0,SC,CHN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,97.2,0,1,Canceled,2016-07-18,2016-10-11,2,0.0,0,Autumn,Long (91-180d),2,0,1,0,0,0,0.0,1,0,0,0,48.6,194.4,0.0,0
City Hotel,1,106,2016,October,42,11,0,3,3,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,0,0,Transient,151.2,0,2,Canceled,2016-08-24,2016-10-11,3,0.0,0,Autumn,Long (91-180d),3,0,0,0,1,0,0.0,1,0,0,0,50.4,453.59999999999997,0.0,1
City Hotel,1,40,2016,October,42,11,0,3,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,85,0,0,Transient,96.3,0,0,Canceled,2016-09-26,2016-10-11,3,0.0,0,Autumn,Medium (31-90d),2,0,1,0,0,0,0.0,0,0,0,0,48.15,288.9,0.0,1
City Hotel,1,71,2016,October,42,11,0,3,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,85,0,0,Transient,72.25,0,0,Canceled,2016-08-17,2016-10-11,3,0.0,0,Autumn,Medium (31-90d),2,0,1,0,0,0,0.0,0,0,0,0,36.125,216.75,0.0,1
City Hotel,1,140,2016,October,42,11,0,3,2,0,0,SC,BEL,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,9,0,0,Transient,108.0,0,2,Canceled,2016-10-10,2016-10-11,3,0.0,0,Autumn,Long (91-180d),2,0,1,0,0,0,0.0,1,0,0,1,54.0,324.0,0.0,0
City Hotel,1,128,2016,October,42,11,0,3,2,0,0,BB,RUS,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,118.8,0,1,Canceled,2016-08-04,2016-10-11,3,0.0,0,Autumn,Long (91-180d),2,0,1,0,0,0,0.0,1,0,0,0,59.4,356.4,0.0,0
City Hotel,1,108,2016,October,42,11,0,4,2,2,0,BB,ESP,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9,0,0,Transient,199.8,0,0,Canceled,2016-09-11,2016-10-11,4,0.0,0,Autumn,Long (91-180d),4,0,0,1,0,0,0.0,0,0,0,0,49.95,799.2,0.0,0
City Hotel,1,97,2016,October,42,11,0,5,2,0,0,BB,PRT,Direct,Direct,0,0,0,F,F,2,No Deposit,0,0,0,Transient,176.8,0,0,Canceled,2016-07-07,2016-10-11,5,0.0,0,Autumn,Long (91-180d),2,0,1,0,0,0,0.0,0,1,0,0,88.4,884.0,0.0,1
City Hotel,1,128,2016,October,42,11,0,5,2,0,0,BB,NOR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,0,0,Transient,132.3,0,0,Canceled,2016-06-08,2016-10-11,5,0.0,0,Autumn,Long (91-180d),2,0,1,0,0,0,0.0,0,0,0,0,66.15,661.5,0.0,0
City Hotel,1,128,2016,October,42,11,0,5,2,1,0,BB,NOR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,0,0,Transient,135.0,0,0,Canceled,2016-06-08,2016-10-11,5,0.0,0,Autumn,Long (91-180d),3,0,0,1,0,0,0.0,0,0,0,0,45.0,675.0,0.0,0
City Hotel,1,75,2016,October,42,11,0,5,2,1,0,BB,ISR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,135.0,0,0,Canceled,2016-07-31,2016-10-11,5,0.0,0,Autumn,Medium (31-90d),3,0,0,1,0,0,0.0,0,0,0,0,45.0,675.0,0.0,0
City Hotel,1,104,2016,October,42,11,2,5,2,0,0,BB,CHE,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,0,0,Transient,132.3,0,0,Canceled,2016-07-06,2016-10-11,7,0.2857142857142857,0,Autumn,Long (91-180d),2,0,1,0,0,0,0.0,0,0,0,0,66.15,926.1000000000001,0.0,0
City Hotel,1,128,2016,October,42,11,0,3,3,0,0,BB,RUS,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,0,0,Transient,151.2,0,1,Canceled,2016-08-04,2016-10-11,3,0.0,0,Autumn,Long (91-180d),3,0,0,0,1,0,0.0,1,0,0,0,50.4,453.59999999999997,0.0,0
City Hotel,1,35,2016,October,42,11,0,3,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,0,0,Transient,151.5,0,1,Canceled,2016-09-09,2016-10-11,3,0.0,0,Autumn,Medium (31-90d),2,0,1,0,0,0,0.0,1,0,0,0,75.75,454.5,0.0,0
City Hotel,1,182,2016,October,42,12,0,1,2,0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,98.1,0,0,Canceled,2016-10-07,2016-10-12,1,0.0,0,Autumn,Ultra-long (>180d),2,0,1,0,0,0,0.0,0,0,0,0,49.05,98.1,0.0,0
City Hotel,1,184,2016,October,42,12,0,1,2,0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,98.1,0,0,Canceled,2016-10-07,2016-10-12,1,0.0,0,Autumn,Ultra-long (>180d),2,0,1,0,0,0,0.0,0,0,0,0,49.05,98.1,0.0,0
City Hotel,1,110,2016,October,42,12,0,1,2,0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,108.0,0,1,Canceled,2016-10-07,2016-10-12,1,0.0,0,Autumn,Long (91-180d),2,0,1,0,0,0,0.0,1,0,0,0,54.0,108.0,0.0,0
City Hotel,1,184,2016,October,42,12,0,1,2,0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,B,1,No Deposit,9,0,0,Transient,98.1,0,0,Canceled,2016-10-07,2016-10-12,1,0.0,0,Autumn,Ultra-long (>180d),2,0,1,0,0,0,0.0,0,1,0,1,49.05,98.1,0.0,0
City Hotel,1,79,2016,October,42,12,0,2,2,0,0,BB,CHN,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,0,0,Transient,119.07,0,0,Canceled,2016-08-04,2016-10-12,2,0.0,0,Autumn,Medium (31-90d),2,0,1,0,0,0,0.0,0,0,0,0,59.535,238.14,0.0,0
City Hotel,1,105,2016,October,42,12,0,3,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,132,0,0,Transient-Party,75.0,0,0,Canceled,2016-10-03,2016-10-12,3,0.0,0,Autumn,Long (91-180d),2,0,1,0,0,0,0.0,0,0,0,0,37.5,225.0,0.0,1
City Hotel,1,279,2016,October,42,12,0,3,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,98,0,0,Transient,110.0,0,0,Canceled,2016-05-05,2016-10-12,3,0.0,0,Autumn,Ultra-long (>180d),2,0,1,0,0,0,0.0,0,0,0,0,55.0,330.0,0.0,1
City Hotel,1,314,2016,October,42,12,0,3,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,21,0,68,Transient,75.0,0,0,Canceled,2016-06-28,2016-10-12,3,0.0,0,Autumn,Ultra-long (>180d),2,0,1,0,0,0,0.0,0,0,0,0,37.5,225.0,0.0,1
City Hotel,1,127,2016,October,42,12,0,3,2,0,0,BB,BEL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,0,0,Transient,132.3,0,2,Canceled,2016-09-06,2016-10-12,3,0.0,0,Autumn,Long (91-180d),2,0,1,0,0,0,0.0,1,0,0,0,66.15,396.90000000000003,0.0,0
City Hotel,1,55,2016,October,42,12,0,3,2,0,0,BB,BEL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,0,0,Transient,139.5,0,1,Canceled,2016-10-09,2016-10-12,3,0.0,0,Autumn,Medium (31-90d),2,0,1,0,0,0,0.0,1,0,0,0,69.75,418.5,0.0,0
City Hotel,1,99,2016,October,42,12,0,4,2,0,0,BB,USA,Direct,Direct,0,0,0,F,F,0,No Deposit,14,0,0,Transient,187.2,0,0,Canceled,2016-07-06,2016-10-12,4,0.0,0,Autumn,Long (91-180d),2,0,1,0,0,0,0.0,0,0,0,0,93.6,748.8,0.0,0
City Hotel,1,73,2016,October,42,12,1,4,2,1,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,135.0,0,1,Canceled,2016-10-07,2016-10-12,5,0.2,0,Autumn,Medium (31-90d),3,0,0,1,0,0,0.0,1,0,0,0,45.0,675.0,0.0,1
City Hotel,1,76,2016,October,42,12,2,4,2,1,0,BB,CHE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,135.0,0,1,Canceled,2016-10-02,2016-10-12,6,0.3333333333333333,0,Autumn,Medium (31-90d),3,0,0,1,0,0,0.0,1,0,0,0,45.0,810.0,0.0,0
City Hotel,1,97,2016,October,42,12,1,4,2,0,0,BB,USA,Direct,Direct,0,0,0,F,F,3,No Deposit,14,0,0,Transient,176.8,0,0,No-Show,2016-10-12,2016-10-12,5,0.2,0,Autumn,Long (91-180d),2,0,1,0,0,0,0.0,0,1,0,0,88.4,884.0,0.0,0
City Hotel,1,115,2016,October,42,13,0,1,2,0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,108.0,0,0,Canceled,2016-10-07,2016-10-13,1,0.0,0,Autumn,Long (91-180d),2,0,1,0,0,0,0.0,0,0,0,0,54.0,108.0,0.0,0
City Hotel,1,3,2016,October,42,13,0,1,2,0,0,SC,FRA,Direct,Direct,0,0,0,A,A,0,No Deposit,14,0,0,Transient,120.0,0,0,Canceled,2016-10-12,2016-10-13,1,0.0,0,Autumn,Last-minute (0-7d),2,0,1,0,0,0,0.0,0,0,0,0,60.0,120.0,0.0,0
City Hotel,1,28,2016,October,42,13,0,1,3,0,0,BB,PRT,Groups,TA/TO,0,0,0,E,E,0,No Deposit,234,0,0,Transient-Party,250.0,0,0,Canceled,2016-10-06,2016-10-13,1,0.0,0,Autumn,Short (8-30d),3,0,0,0,1,0,0.0,0,0,0,0,83.33333333333333,250.0,0.0,1
City Hotel,1,28,2016,October,42,13,0,1,1,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,234,0,0,Transient-Party,120.0,0,0,Canceled,2016-10-07,2016-10-13,1,0.0,0,Autumn,Short (8-30d),1,1,0,0,0,0,0.0,0,0,0,0,120.0,120.0,0.0,1
City Hotel,1,461,2016,October,42,13,0,1,1,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1,0,0,Transient,59.0,0,0,Canceled,2015-10-21,2016-10-13,1,0.0,0,Autumn,Ultra-long (>180d),1,1,0,0,0,0,0.0,0,0,0,0,59.0,59.0,0.0,1
City Hotel,1,113,2016,October,42,13,0,1,2,0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,108.0,0,1,Canceled,2016-10-07,2016-10-13,1,0.0,0,Autumn,Long (91-180d),2,0,1,0,0,0,0.0,1,0,0,0,54.0,108.0,0.0,0
City Hotel,1,28,2016,October,42,13,0,1,1,0,0,BB,GBR,Groups,TA/TO,0,0,0,A,A,0,No Deposit,234,0,0,Transient-Party,120.0,0,0,Canceled,2016-10-07,2016-10-13,1,0.0,0,Autumn,Short (8-30d),1,1,0,0,0,0,0.0,0,0,0,0,120.0,120.0,0.0,0
City Hotel,1,36,2016,October,42,13,0,1,1,0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,0,0,Transient,102.6,0,0,Canceled,2016-09-07,2016-10-13,1,0.0,0,Autumn,Medium (31-90d),1,1,0,0,0,0,0.0,0,0,0,0,102.6,102.6,0.0,1
City Hotel,1,1,2016,October,42,13,0,1,2,0,0,SC,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,28,0,0,Transient,85.0,0,0,No-Show,2016-10-13,2016-10-13,1,0.0,0,Autumn,Last-minute (0-7d),2,0,1,0,0,0,0.0,0,0,0,0,42.5,85.0,0.0,1
City Hotel,1,461,2016,October,42,13,0,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1,0,0,Transient,62.0,0,0,Canceled,2015-10-21,2016-10-13,2,0.0,0,Autumn,Ultra-long (>180d),2,0,1,0,0,0,0.0,0,0,0,0,31.0,124.0,0.0,1
City Hotel,1,37,2016,October,42,13,0,3,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,56,0,0,Transient-Party,95.0,0,0,Canceled,2016-09-06,2016-10-13,3,0.0,0,Autumn,Medium (31-90d),1,1,0,0,0,0,0.0,0,0,0,0,95.0,285.0,0.0,1
City Hotel,1,37,2016,October,42,13,0,3,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,56,0,0,Transient-Party,105.0,0,0,Canceled,2016-09-06,2016-10-13,3,0.0,0,Autumn,Medium (31-90d),2,0,1,0,0,0,0.0,0,0,0,0,52.5,315.0,0.0,1
City Hotel,1,335,2016,October,42,13,0,3,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,56,0,0,Transient-Party,90.0,0,1,Canceled,2016-10-13,2016-10-13,3,0.0,0,Autumn,Ultra-long (>180d),2,0,1,0,0,0,0.0,1,1,0,0,45.0,270.0,0.0,1
City Hotel,1,59,2016,October,42,13,0,3,2,0,0,BB,USA,Direct,Direct,0,0,0,D,D,0,No Deposit,14,0,0,Transient,128.7,0,0,Canceled,2016-10-10,2016-10-13,3,0.0,0,Autumn,Medium (31-90d),2,0,1,0,0,0,0.0,0,0,0,0,64.35,386.09999999999997,0.0,0
City Hotel,1,237,2016,October,42,13,0,3,3,0,0,BB,SWE,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,0,0,Transient,147.3,0,0,Canceled,2016-03-24,2016-10-13,3,0.0,0,Autumn,Ultra-long (>180d),3,0,0,0,1,0,0.0,0,0,0,0,49.1,441.90000000000003,0.0,0
City Hotel,1,79,2016,October,42,13,0,3,2,0,0,BB,FRA,Direct,Direct,0,0,0,E,E,0,No Deposit,14,0,0,Transient,153.3,0,0,Canceled,2016-07-27,2016-10-13,3,0.0,0,Autumn,Medium (31-90d),2,0,1,0,0,0,0.0,0,0,0,0,76.65,459.90000000000003,0.0,0
City Hotel,1,237,2016,October,42,13,0,3,2,0,0,BB,SWE,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,0,0,Transient,128.4,0,0,Canceled,2016-03-24,2016-10-13,3,0.0,0,Autumn,Ultra-long (>180d),2,0,1,0,0,0,0.0,0,0,0,0,64.2,385.20000000000005,0.0,0
City Hotel,1,62,2016,October,42,13,0,3,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,0,0,Transient,132.3,0,2,Canceled,2016-09-05,2016-10-13,3,0.0,0,Autumn,Medium (31-90d),2,0,1,0,0,0,0.0,1,0,0,0,66.15,396.90000000000003,0.0,0
City Hotel,1,54,2016,October,42,13,0,3,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,0,0,Transient,139.5,0,3,Canceled,2016-10-03,2016-10-13,3,0.0,0,Autumn,Medium (31-90d),2,0,1,0,0,0,0.0,1,0,0,0,69.75,418.5,0.0,0
City Hotel,1,58,2016,October,42,13,0,3,2,0,0,BB,SWE,Online TA,TA/TO,0,0,0,D,D,2,No Deposit,9,0,0,Transient,132.3,0,0,Canceled,2016-09-07,2016-10-13,3,0.0,0,Autumn,Medium (31-90d),2,0,1,0,0,0,0.0,0,1,0,0,66.15,396.90000000000003,0.0,0
City Hotel,1,237,2016,October,42,13,1,3,3,0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,0,0,Transient,134.73,0,0,Canceled,2016-02-22,2016-10-13,4,0.25,0,Autumn,Ultra-long (>180d),3,0,0,0,1,0,0.0,0,0,0,0,44.91,538.92,0.0,0
City Hotel,1,53,2016,October,42,14,0,1,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,77,0,0,Transient-Party,120.0,0,0,No-Show,2016-10-14,2016-10-14,1,0.0,0,Autumn,Medium (31-90d),1,1,0,0,0,0,0.0,0,0,0,1,120.0,120.0,0.0,1
City Hotel,1,330,2016,October,42,14,0,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,B,B,0,No Deposit,9,0,0,Contract,106.7,0,1,Canceled,2016-01-22,2016-10-14,2,0.0,0,Autumn,Ultra-long (>180d),2,0,1,0,0,0,0.0,1,0,0,0,53.35,213.4,0.0,1
